lot_id,collector_id,created_at,material_category,sub_category,material_code,item_count,description_voice_transcript,transcript_language,input_method,image_ref,weight_kg,weight_source,condition,source_type,collection_city,collection_area,collection_lat,collection_lng,estimated_value_informal,estimated_value_formal,predicted_category,prediction_confidence,prediction_accepted_by_user,created_offline
LOT109656,COL2200,2026-05-08T10:14,Battery,Button / coin cell,BAT-BTN,3,13 kilo cell,mr,voice,img/lots/109656.jpg,12.7,spring_balance,intact,apartment_drive,Mumbai,Bhandup,19.05687,72.816681,399.03,493.01,Battery,0.866,True,False
LOT114916,COL2311,2026-05-08T10:23,Battery,Ni-MH,BAT-NIMH,3,4 kilo cell,hi,voice,img/lots/114916.jpg,4.3,spring_balance,broken,household_pickup,Pune,Kothrud,18.505064,73.790917,238.48,284.44,Battery,0.928,True,True
LOT112317,COL2139,2026-05-08T10:36,Mixed plastic,ABS casing,PLA-ABS,3,TV ka cover 23 kilo,mr,voice,img/lots/112317.jpg,22.7,estimated,partially_dismantled,small_shop,Mumbai,Bhandup,19.058966,72.892078,790.87,884.85,Mixed plastic,0.838,True,False
LOT119058,COL2040,2026-05-08T10:37,Battery,Ni-MH,BAT-NIMH,6,4 kilo battery,hi,voice,img/lots/119058.jpg,3.7,platform_scale,intact,household_pickup,Nashik,Satpur,19.990213,73.851509,197.1,235.1,Battery,0.927,True,True
LOT115386,COL2243,2026-05-08T11:08,Cable,Aluminium cable,CBL-AL,4,37 kilo wire mila hai,hi,voice,img/lots/115386.jpg,36.9,platform_scale,partially_dismantled,office_clearance,Nashik,Ambad,20.029328,73.736007,3627.27,3863.43,Cable,0.928,True,False
LOT106620,COL2140,2026-05-08T11:19,Motor & magnet-bearing,HDD assembly,MTR-HDD,5,speaker 16 kilo,mr,voice,img/lots/106620.jpg,16.1,spring_balance,partially_dismantled,other_collector,Pune,Dhankawadi,18.519982,73.830961,2519.65,3175.89,Motor & magnet-bearing,0.898,True,False
LOT119730,COL2345,2026-05-08T11:25,Motor & magnet-bearing,HDD assembly,MTR-HDD,6,68 kilo motor,hi,voice,img/lots/119730.jpg,68.0,platform_scale,intact,household_pickup,Nashik,Panchavati,20.01901,73.888726,9783.16,12331.12,Motor & magnet-bearing,0.844,True,False
LOT110639,COL2027,2026-05-08T11:55,LCD/LED panel,TV panel,LCD-TV,3,7 kilo LCD screen,hi,voice,img/lots/110639.jpg,7.2,estimated,intact,household_pickup,Mumbai,Bhandup,19.073238,72.867452,201.24,242.64,LCD/LED panel,0.99,True,True
LOT108629,COL2350,2026-05-08T12:17,Mixed plastic,ABS casing,PLA-ABS,3,46 kilo plastic,mr,assisted,img/lots/108629.jpg,46.1,estimated,broken,household_pickup,Aurangabad,Chikalthana,19.854978,75.393592,1453.53,1625.95,Mixed plastic,0.829,True,False
LOT112994,COL2139,2026-05-08T12:25,Motor & magnet-bearing,Speaker magnet,MTR-SPK,4,17 kilo hard disk,mr,voice,img/lots/112994.jpg,17.0,platform_scale,partially_dismantled,household_pickup,Mumbai,Govandi,19.135161,72.852951,1692.69,2115.14,Motor & magnet-bearing,0.845,True,False
LOT105706,COL2342,2026-05-08T13:43,Cable,Armoured / data cable,CBL-ARM,4,waayar 26 kilo,mr,voice,img/lots/105706.jpg,26.0,spring_balance,intact,household_pickup,Mumbai,Bhandup,19.029851,72.838159,3658.98,3936.92,Cable,0.706,True,False
LOT106773,COL2278,2026-05-08T13:49,Motor & magnet-bearing,Speaker magnet,MTR-SPK,4,speaker 13 kilo,hi,icon_keypad,img/lots/106773.jpg,12.7,spring_balance,intact,office_clearance,Nagpur,Sitabuldi,21.072056,79.021627,1207.64,1509.01,Motor & magnet-bearing,0.803,True,False
LOT119246,COL2040,2026-05-08T14:57,CRT,Deflection yoke,CRT-YOK,2,"do CRT TV, purana",hi,icon_keypad,img/lots/119246.jpg,52.0,spring_balance,partially_dismantled,household_pickup,Nashik,Panchavati,20.012084,73.769114,2295.28,2641.6,CRT,0.944,True,True
LOT103998,COL2221,2026-05-08T15:42,PCB,Motherboard (high grade),PCB-MBH,3,computer ka board 6 kilo,hi,icon_keypad,img/lots/103998.jpg,6.0,estimated,intact,small_shop,Pune,Kothrud,18.515353,73.840616,4059.24,5209.02,LCD/LED panel,0.614,True,True
LOT100574,COL2205,2026-05-08T15:42,Cable,Copper household wire,CBL-CU,5,41 kilo wire mila hai,mr,voice,img/lots/100574.jpg,41.0,platform_scale,intact,other_collector,Pune,Wagholi,18.518225,73.842382,11476.31,12099.1,Cable,0.99,True,False
LOT102274,COL2244,2026-05-08T15:54,Motor & magnet-bearing,HDD assembly,MTR-HDD,4,6 kilo hard disk,hi,voice,img/lots/102274.jpg,6.4,spring_balance,partially_dismantled,household_pickup,Mumbai,Andheri East,19.076073,72.87065,940.54,1185.54,Motor & magnet-bearing,0.929,True,True
LOT118230,COL2139,2026-05-08T16:01,Mixed plastic,Mixed dirty,PLA-MIX,6,54 kilo bhanga plastic,mr,voice,img/lots/118230.jpg,54.3,estimated,intact,office_clearance,Mumbai,Dharavi,19.076421,72.898947,682.01,748.25,Mixed plastic,0.925,True,False
LOT112034,COL2230,2026-05-08T16:13,Mixed plastic,Mixed dirty,PLA-MIX,4,TV ka cover 56 kilo,mr,voice,img/lots/112034.jpg,55.8,spring_balance,broken,small_shop,Pune,Katraj,18.456981,73.830417,698.62,766.69,Mixed plastic,0.957,True,False
LOT105444,COL2139,2026-05-08T16:52,Mixed plastic,HIPS,PLA-HIPS,4,computer cabinet plastic 44 kilo,mr,voice,img/lots/105444.jpg,44.1,estimated,broken,household_pickup,Mumbai,Mankhurd,19.071602,72.979086,1209.66,1340.2,Mixed plastic,0.831,True,True
LOT105498,COL2350,2026-05-08T17:30,Cable,Aluminium cable,CBL-AL,3,waayar 10 kilo,mr,icon_keypad,img/lots/105498.jpg,9.8,spring_balance,partially_dismantled,household_pickup,Aurangabad,Cidco N-7,19.870093,75.410569,1002.25,1067.51,Cable,0.715,True,False
LOT108772,COL2020,2026-05-08T17:34,PCB,Motherboard (high grade),PCB-MBH,5,6 kilo green plate,mr,icon_keypad,img/lots/108772.jpg,6.3,platform_scale,intact,office_clearance,Mumbai,Govandi,18.991855,72.91115,4012.6,5149.18,PCB,0.974,True,True
LOT106318,COL2278,2026-05-08T18:24,PCB,GPU / add-on card,PCB-GPU,4,motherboard 4 kilo,hi,voice,img/lots/106318.jpg,3.9,spring_balance,broken,household_pickup,Nagpur,Butibori,21.165175,79.014036,3059.55,3892.82,PCB,0.88,True,False
LOT101099,COL2267,2026-05-08T19:20,Cable,Aluminium cable,CBL-AL,4,"62 kilo copper cable, purana",mr,icon_keypad,img/lots/101099.jpg,61.8,platform_scale,partially_dismantled,household_pickup,Nashik,Deolali,20.011191,73.814595,6074.94,6470.46,Cable,0.871,True,False
LOT102070,COL2350,2026-05-09T07:07,Cable,Armoured / data cable,CBL-ARM,5,57 kilo tambe waayar,mr,assisted,img/lots/102070.jpg,57.3,estimated,broken,household_pickup,Aurangabad,Shendra,19.876091,75.324287,6859.96,7379.67,Cable,0.936,True,False
LOT100189,COL2380,2026-05-09T07:37,PCB,TV / appliance board (low grade),PCB-LOW,8,10 kilo green plate,hi,assisted,img/lots/100189.jpg,10.3,platform_scale,partially_dismantled,household_pickup,Pimpri-Chinchwad,Nigdi,18.675667,73.735213,1434.58,1873.06,PCB,0.881,True,True
LOT105621,COL2282,2026-05-09T07:47,LCD/LED panel,Laptop panel,LCD-LAP,6,15 kilo LCD screen,mr,icon_keypad,img/lots/105621.jpg,15.3,estimated,partially_dismantled,household_pickup,Pune,Yerawada,18.52102,73.845006,588.44,722.47,LCD/LED panel,0.868,True,True
LOT102911,COL2333,2026-05-09T08:02,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,4,speaker 8 kilo,mr,icon_keypad,img/lots/102911.jpg,8.3,estimated,partially_dismantled,household_pickup,Mumbai,Malad West,19.089859,72.885701,609.64,734.97,Motor & magnet-bearing,0.967,True,True
LOT116785,COL2168,2026-05-09T08:03,Battery,Ni-MH,BAT-NIMH,6,13 kilo cell,mr,voice,img/lots/116785.jpg,13.1,spring_balance,partially_dismantled,household_pickup,Pimpri-Chinchwad,Nigdi,18.600312,73.704297,768.84,917.92,Battery,0.893,True,False
LOT103174,COL2046,2026-05-09T08:30,Mixed plastic,PC/ABS blend,PLA-PCABS,5,39 kilo plastic,mr,voice,img/lots/103174.jpg,39.4,estimated,intact,other_collector,Nagpur,Wadi,21.128081,79.090684,1433.37,1618.95,Mixed plastic,0.849,True,False
LOT116199,COL2350,2026-05-09T08:35,Cable,Aluminium cable,CBL-AL,8,68 kilo wire mila hai,mr,icon_keypad,img/lots/116199.jpg,67.8,spring_balance,intact,household_pickup,Aurangabad,Garkheda,19.853714,75.373102,6792.2,7233.58,Cable,0.799,True,True
LOT110210,COL2035,2026-05-09T09:00,CRT,Deflection yoke,CRT-YOK,1,16 kilo purana TV tube,mr,voice,img/lots/110210.jpg,15.8,platform_scale,intact,office_clearance,Pune,Kothrud,18.581293,73.817011,730.75,841.03,Motor & magnet-bearing,0.454,False,False
LOT118749,COL2022,2026-05-09T09:19,Battery,Lead-acid,BAT-PB,5,10 kilo cell,hi,voice,img/lots/118749.jpg,10.2,spring_balance,intact,office_clearance,Pune,Kothrud,18.525467,73.945445,739.4,834.97,Battery,0.969,True,False
LOT105908,COL2157,2026-05-09T09:29,Mixed plastic,PC/ABS blend,PLA-PCABS,6,TV ka cover 142 kilo,mr,icon_keypad,img/lots/105908.jpg,141.8,estimated,partially_dismantled,household_pickup,Nashik,Cidco,20.057188,73.73967,5092.04,5751.41,Mixed plastic,0.81,True,True
LOT105067,COL2192,2026-05-09T09:36,Mixed plastic,ABS casing,PLA-ABS,1,TV ka cover 15 kilo,hi,assisted,img/lots/105067.jpg,15.4,estimated,partially_dismantled,small_shop,Pune,Wagholi,18.43993,73.830893,517.44,578.89,Mixed plastic,0.772,True,False
LOT116903,COL2190,2026-05-09T09:43,Battery,Button / coin cell,BAT-BTN,6,laptop battery 6 kilo,mr,voice,img/lots/116903.jpg,5.5,spring_balance,partially_dismantled,household_pickup,Mumbai,Kurla,18.991714,72.890524,181.55,224.62,Battery,0.825,True,True
LOT117896,COL2020,2026-05-09T10:20,PCB,Motherboard (high grade),PCB-MBH,7,25 kilo circuit board,mr,voice,img/lots/117896.jpg,24.8,platform_scale,waterlogged,office_clearance,Mumbai,Dharavi,19.0662,72.898586,16275.0,20894.0,PCB,0.977,True,False
LOT105948,COL2040,2026-05-09T12:40,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,6,speaker 26 kilo,hi,voice,img/lots/105948.jpg,25.9,spring_balance,partially_dismantled,household_pickup,Nashik,Panchavati,20.015109,73.726832,1863.5,2246.57,LCD/LED panel,0.502,False,False
LOT103867,COL2295,2026-05-09T12:46,PCB,GPU / add-on card,PCB-GPU,9,17 kilo circuit board,hi,voice,img/lots/103867.jpg,16.6,estimated,partially_dismantled,household_pickup,Pimpri-Chinchwad,Pimpri,18.642057,73.887295,13552.07,17250.39,PCB,0.91,True,False
LOT119885,COL2350,2026-05-09T13:30,Mixed plastic,PC/ABS blend,PLA-PCABS,5,computer cabinet plastic 15 kilo,mr,icon_keypad,img/lots/119885.jpg,14.9,spring_balance,intact,household_pickup,Aurangabad,Waluj,19.874404,75.336514,531.48,600.32,Mixed plastic,0.883,True,False
LOT101852,COL2001,2026-05-09T13:51,Mixed plastic,Mixed dirty,PLA-MIX,4,29 kilo plastic,mr,voice,img/lots/101852.jpg,29.1,spring_balance,partially_dismantled,household_pickup,Nagpur,Sitabuldi,21.147498,79.138971,336.98,369.86,Mixed plastic,0.866,True,False
LOT102381,COL2111,2026-05-09T13:53,Cable,Armoured / data cable,CBL-ARM,2,16 kilo wire mila hai,hi,icon_keypad,img/lots/102381.jpg,16.4,estimated,broken,household_pickup,Pimpri-Chinchwad,Talawade,18.629887,73.805785,2291.74,2465.41,Cable,0.925,True,True
LOT113219,COL2114,2026-05-09T14:14,Mixed plastic,HIPS,PLA-HIPS,4,26 kilo bhanga plastic,mr,icon_keypad,img/lots/113219.jpg,26.0,platform_scale,intact,household_pickup,Pune,Kothrud,18.563573,73.832687,685.1,759.2,Mixed plastic,0.925,True,True
LOT107569,COL2139,2026-05-09T15:27,Cable,Armoured / data cable,CBL-ARM,4,waayar 81 kilo,mr,voice,img/lots/107569.jpg,80.7,estimated,partially_dismantled,small_shop,Mumbai,Bhandup,19.030909,72.952261,11068.01,11906.48,Cable,0.988,True,True
LOT110265,COL2217,2026-05-09T15:45,Mixed plastic,PC/ABS blend,PLA-PCABS,5,112 kilo plastic,mr,assisted,img/lots/110265.jpg,111.5,estimated,intact,office_clearance,Aurangabad,Shendra,19.970082,75.372893,3977.21,4492.34,Mixed plastic,0.813,True,False
LOT115090,COL2139,2026-05-09T16:29,Cable,Armoured / data cable,CBL-ARM,3,waayar 13 kilo,mr,icon_keypad,img/lots/115090.jpg,13.4,spring_balance,broken,household_pickup,Mumbai,Mankhurd,19.088532,72.823972,1837.81,1977.04,Cable,0.772,True,False
LOT119534,COL2139,2026-05-09T16:30,Cable,Copper household wire,CBL-CU,4,waayar 49 kilo,mr,icon_keypad,img/lots/119534.jpg,48.9,spring_balance,intact,small_shop,Mumbai,Andheri East,19.087232,72.913316,13940.9,14695.43,Cable,0.929,True,False
LOT100453,COL2399,2026-05-09T16:49,CRT,Monochrome monitor tube,CRT-MON,2,"do CRT TV, purana",mr,voice,img/lots/100453.jpg,33.8,spring_balance,broken,small_shop,Mumbai,Govandi,19.133621,72.85569,342.06,448.86,CRT,0.817,True,True
LOT108943,COL2350,2026-05-09T17:38,Mixed plastic,HIPS,PLA-HIPS,1,TV ka cover 8 kilo,mr,voice,img/lots/108943.jpg,8.3,spring_balance,broken,household_pickup,Aurangabad,Cidco N-7,19.842303,75.31332,208.08,230.57,Mixed plastic,0.797,True,False
LOT116324,COL2267,2026-05-09T17:49,Motor & magnet-bearing,HDD assembly,MTR-HDD,3,speaker 16 kilo,mr,voice,img/lots/116324.jpg,15.7,estimated,partially_dismantled,household_pickup,Nashik,Cidco,20.043587,73.808576,2204.91,2777.64,Motor & magnet-bearing,0.976,True,False
LOT118285,COL2350,2026-05-09T18:30,CRT,Colour TV tube,CRT-CTV,3,juna TV monitor 48 kilo,mr,voice,img/lots/118285.jpg,47.8,estimated,broken,other_collector,Aurangabad,Waluj,19.850031,75.378367,614.71,820.25,CRT,0.862,True,False
LOT105487,COL2005,2026-05-09T18:49,Cable,Armoured / data cable,CBL-ARM,5,waayar 37 kilo,mr,voice,img/lots/105487.jpg,37.2,platform_scale,intact,small_shop,Pune,Bhosari,18.549833,73.827018,5055.11,5437.9,Cable,0.898,True,False
LOT115604,COL2243,2026-05-09T19:08,Motor & magnet-bearing,Speaker magnet,MTR-SPK,2,9 kilo hard disk,hi,icon_keypad,img/lots/115604.jpg,9.3,spring_balance,intact,household_pickup,Nashik,Satpur,20.05923,73.819006,895.68,1118.6,Motor & magnet-bearing,0.934,True,False
LOT116107,COL2065,2026-05-09T19:25,PCB,TV / appliance board (low grade),PCB-LOW,5,8 kilo circuit board,hi,icon_keypad,img/lots/116107.jpg,7.6,platform_scale,intact,household_pickup,Pune,Bhosari,18.545723,73.802381,1101.16,1437.69,PCB,0.83,True,False
LOT105821,COL2010,2026-05-09T19:42,Cable,Mixed insulated,CBL-MIX,4,22 kilo tambe waayar,mr,voice,img/lots/105821.jpg,21.7,platform_scale,intact,household_pickup,Nashik,Ambad,19.9824,73.781139,1626.63,1785.04,Cable,0.982,True,True
LOT113811,COL2334,2026-05-10T07:27,Cable,Copper household wire,CBL-CU,4,32 kilo tambe waayar,mr,voice,img/lots/113811.jpg,32.2,spring_balance,intact,apartment_drive,Nashik,Nashik Road,20.018297,73.715715,8428.67,8885.27,Cable,0.905,True,False
LOT108155,COL2132,2026-05-10T07:32,PCB,RAM / gold-finger,PCB-RAM,2,motherboard 3 kilo,mr,voice,img/lots/108155.jpg,2.6,spring_balance,burnt,household_pickup,Nashik,Deolali,20.042275,73.839972,5453.01,6880.41,PCB,0.809,True,True
LOT115836,COL2102,2026-05-10T07:34,PCB,GPU / add-on card,PCB-GPU,8,motherboard 11 kilo,hi,assisted,img/lots/115836.jpg,11.3,platform_scale,intact,household_pickup,Mumbai,Kurla,19.046122,72.903507,9955.98,12670.69,PCB,0.929,True,True
LOT108939,COL2139,2026-05-10T07:40,LCD/LED panel,TV panel,LCD-TV,2,laptop screen 17 kilo,mr,assisted,img/lots/108939.jpg,17.0,platform_scale,intact,household_pickup,Mumbai,Dharavi,19.094428,72.926907,486.71,587.01,LCD/LED panel,0.926,True,False
LOT110615,COL2139,2026-05-10T08:28,Cable,Mixed insulated,CBL-MIX,2,waayar 9 kilo,mr,assisted,img/lots/110615.jpg,9.4,platform_scale,intact,household_pickup,Mumbai,Mankhurd,19.154196,72.918371,756.89,830.68,Cable,0.99,True,True
LOT101720,COL2069,2026-05-10T08:35,PCB,TV / appliance board (low grade),PCB-LOW,7,motherboard 7 kilo,hi,voice,img/lots/101720.jpg,7.3,spring_balance,burnt,apartment_drive,Pimpri-Chinchwad,Chinchwad,18.602098,73.844838,954.69,1246.26,PCB,0.905,True,False
LOT115269,COL2114,2026-05-10T08:41,Cable,Mixed insulated,CBL-MIX,1,17 kilo wire mila hai,mr,voice,img/lots/115269.jpg,17.4,spring_balance,intact,household_pickup,Pune,Dhankawadi,18.558588,73.933325,1394.96,1531.03,Cable,0.936,True,False
LOT114073,COL2217,2026-05-10T09:06,Cable,Armoured / data cable,CBL-ARM,4,waayar 19 kilo,mr,voice,img/lots/114073.jpg,18.7,spring_balance,partially_dismantled,other_collector,Aurangabad,Waluj,19.812346,75.36617,2176.68,2341.8,Cable,0.788,True,False
LOT116995,COL2231,2026-05-10T09:33,Cable,Copper household wire,CBL-CU,3,3 kilo wire mila hai,mr,voice,img/lots/116995.jpg,3.3,estimated,intact,household_pickup,Nagpur,Manish Nagar,21.157375,79.10465,871.99,919.22,Cable,0.876,True,False
LOT115695,COL2052,2026-05-10T09:41,Cable,Aluminium cable,CBL-AL,4,waayar 6 kilo,mr,icon_keypad,img/lots/115695.jpg,5.9,spring_balance,broken,office_clearance,Pune,Wagholi,18.517474,73.873489,627.41,668.18,Cable,0.898,True,True
LOT112572,COL2380,2026-05-10T11:11,PCB,Motherboard (high grade),PCB-MBH,7,motherboard 3 kilo,hi,voice,img/lots/112572.jpg,3.3,platform_scale,intact,household_pickup,Pimpri-Chinchwad,Akurdi,18.631492,73.797051,2190.74,2812.0,Mixed plastic,0.509,False,False
LOT112445,COL2208,2026-05-10T11:25,Cable,Armoured / data cable,CBL-ARM,2,18 kilo wire mila hai,hi,voice,img/lots/112445.jpg,17.7,spring_balance,partially_dismantled,household_pickup,Pimpri-Chinchwad,Nigdi,18.674579,73.857764,2384.37,2565.26,Cable,0.99,True,False
LOT109959,COL2315,2026-05-10T11:33,Mixed plastic,PC/ABS blend,PLA-PCABS,5,TV ka cover 37 kilo,mr,voice,img/lots/109959.jpg,37.2,platform_scale,intact,household_pickup,Nashik,Ambad,20.090172,73.788679,1256.99,1419.92,Mixed plastic,0.873,True,True
LOT119416,COL2267,2026-05-10T11:38,Cable,Mixed insulated,CBL-MIX,7,"60 kilo copper cable, purana",mr,voice,img/lots/119416.jpg,59.8,platform_scale,intact,household_pickup,Nashik,Nashik Road,19.978354,73.867922,4586.66,5033.96,Cable,0.99,True,True
LOT105620,COL2176,2026-05-10T11:54,LCD/LED panel,Laptop panel,LCD-LAP,1,TV panel 3 kilo,mr,icon_keypad,img/lots/105620.jpg,3.1,platform_scale,partially_dismantled,household_pickup,Mumbai,Mankhurd,19.081424,72.897313,126.57,155.4,Cable,0.576,False,False
LOT116109,COL2264,2026-05-10T13:06,PCB,RAM / gold-finger,PCB-RAM,5,motherboard 4 kilo,mr,voice,img/lots/116109.jpg,3.8,spring_balance,intact,small_shop,Pune,Yerawada,18.480137,73.920414,7634.47,9632.92,Motor & magnet-bearing,0.381,False,False
LOT104051,COL2350,2026-05-10T13:30,Cable,Copper household wire,CBL-CU,5,"67 kilo copper cable, purana",mr,icon_keypad,img/lots/104051.jpg,67.4,spring_balance,partially_dismantled,household_pickup,Aurangabad,Cidco N-7,19.782975,75.318338,17221.37,18154.19,Cable,0.734,True,False
LOT117945,COL2280,2026-05-10T13:45,Cable,Aluminium cable,CBL-AL,6,60 kilo tambe waayar,hi,assisted,img/lots/117945.jpg,60.0,spring_balance,intact,household_pickup,Pune,Vishrantwadi,18.563262,73.853913,6380.4,6795.0,Cable,0.73,True,True
LOT119090,COL2191,2026-05-10T15:27,Battery,Li-ion laptop / phone pack,BAT-LI,6,12 kilo battery,mr,voice,img/lots/119090.jpg,11.7,platform_scale,intact,office_clearance,Pimpri-Chinchwad,Pimpri,18.688466,73.795846,956.01,1233.88,Battery,0.99,True,False
LOT118624,COL2332,2026-05-10T15:58,PCB,GPU / add-on card,PCB-GPU,6,motherboard 30 kilo,hi,voice,img/lots/118624.jpg,30.5,spring_balance,intact,household_pickup,Nagpur,Wadi,21.210547,79.066593,25356.17,32270.22,PCB,0.881,True,False
LOT103746,COL2350,2026-05-10T16:30,PCB,Motherboard (high grade),PCB-MBH,8,computer ka board 36 kilo,mr,voice,img/lots/103746.jpg,36.3,spring_balance,partially_dismantled,apartment_drive,Aurangabad,Waluj,19.858869,75.32311,22906.03,29401.55,Battery,0.622,False,True
LOT116726,COL2337,2026-05-10T16:49,PCB,RAM / gold-finger,PCB-RAM,4,4 kilo green plate,mr,voice,img/lots/116726.jpg,4.2,estimated,partially_dismantled,office_clearance,Aurangabad,Shendra,19.810496,75.375572,8385.97,10581.14,PCB,0.94,True,True
LOT112918,COL2267,2026-05-10T16:50,Mixed plastic,HIPS,PLA-HIPS,3,computer cabinet plastic 36 kilo,mr,voice,img/lots/112918.jpg,35.8,estimated,broken,small_shop,Nashik,Nashik Road,19.945193,73.755802,900.37,997.75,Mixed plastic,0.797,True,False
LOT110140,COL2265,2026-05-10T17:14,Cable,Aluminium cable,CBL-AL,5,"42 kilo copper cable, purana",mr,voice,img/lots/110140.jpg,41.8,platform_scale,intact,household_pickup,Pune,Yerawada,18.493934,73.921387,4445.01,4733.85,Cable,0.815,True,False
LOT110777,COL2139,2026-05-10T17:24,Cable,Aluminium cable,CBL-AL,6,"59 kilo copper cable, purana",mr,voice,img/lots/110777.jpg,58.8,spring_balance,broken,apartment_drive,Mumbai,Andheri East,19.120133,72.882445,6518.57,6942.52,Cable,0.872,True,False
LOT109514,COL2217,2026-05-10T18:11,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,2,6 kilo hard disk,mr,voice,img/lots/109514.jpg,6.5,estimated,intact,household_pickup,Aurangabad,Waluj,19.870221,75.303429,441.29,532.09,Motor & magnet-bearing,0.939,True,True
LOT105200,COL2289,2026-05-10T18:16,PCB,Motherboard (high grade),PCB-MBH,3,motherboard 11 kilo,mr,voice,img/lots/105200.jpg,10.8,platform_scale,intact,office_clearance,Pune,Katraj,18.528875,73.815213,6885.43,8837.96,Battery,0.613,False,False
LOT100877,COL2350,2026-05-10T18:25,Cable,Aluminium cable,CBL-AL,4,24 kilo wire mila hai,mr,voice,img/lots/100877.jpg,23.8,platform_scale,broken,small_shop,Aurangabad,Shendra,19.858267,75.445166,2401.42,2557.55,Cable,0.878,True,False
LOT102211,COL2139,2026-05-11T07:33,PCB,RAM / gold-finger,PCB-RAM,5,8 kilo green plate,mr,voice,img/lots/102211.jpg,7.7,spring_balance,partially_dismantled,office_clearance,Mumbai,Mankhurd,19.070124,72.868928,15634.31,19725.78,PCB,0.797,True,False
LOT111868,COL2332,2026-05-11T08:11,Mixed plastic,ABS casing,PLA-ABS,3,computer cabinet plastic 20 kilo,hi,voice,img/lots/111868.jpg,19.8,platform_scale,intact,small_shop,Nagpur,Sitabuldi,21.142645,79.125205,631.62,706.66,Mixed plastic,0.784,True,False
LOT101682,COL2205,2026-05-11T08:29,Mixed plastic,HIPS,PLA-HIPS,5,13 kilo bhanga plastic,mr,voice,img/lots/101682.jpg,13.1,spring_balance,intact,household_pickup,Pune,Vishrantwadi,18.539635,73.89315,355.8,394.31,Mixed plastic,0.902,True,False
LOT112802,COL2112,2026-05-11T08:43,Mixed plastic,ABS casing,PLA-ABS,3,49 kilo bhanga plastic,hi,voice,img/lots/112802.jpg,48.8,estimated,intact,household_pickup,Nashik,Ambad,20.041335,73.844601,1573.8,1761.19,Mixed plastic,0.952,True,True
LOT117757,COL2139,2026-05-11T08:44,Mixed plastic,HIPS,PLA-HIPS,5,computer cabinet plastic 34 kilo,mr,voice,img/lots/117757.jpg,33.8,platform_scale,broken,household_pickup,Mumbai,Andheri East,19.089396,72.87728,925.78,1025.83,PCB,0.539,False,False
LOT105026,COL2256,2026-05-11T08:53,Cable,Armoured / data cable,CBL-ARM,4,20 kilo tambe waayar,mr,voice,img/lots/105026.jpg,19.9,platform_scale,intact,apartment_drive,Nagpur,Sitabuldi,21.1486,79.030374,2647.7,2848.68,Cable,0.868,True,False
LOT104622,COL2335,2026-05-11T08:54,Battery,Ni-MH,BAT-NIMH,3,3 kilo cell,hi,voice,img/lots/104622.jpg,3.0,platform_scale,partially_dismantled,household_pickup,Pune,Yerawada,18.539403,73.951406,167.28,199.74,Battery,0.854,True,False
LOT108753,COL2332,2026-05-11T09:02,CRT,Colour TV tube,CRT-CTV,1,"do CRT TV, purana",hi,voice,img/lots/108753.jpg,16.0,spring_balance,broken,household_pickup,Nagpur,Hingna,21.17424,79.076311,210.24,280.48,CRT,0.819,True,False
LOT112131,COL2139,2026-05-11T09:07,Cable,Mixed insulated,CBL-MIX,4,waayar 32 kilo,mr,voice,img/lots/112131.jpg,32.4,spring_balance,intact,small_shop,Mumbai,Kurla,19.03675,72.898747,2732.62,2999.27,Cable,0.984,True,False
LOT115433,COL2139,2026-05-11T09:51,Cable,Copper household wire,CBL-CU,4,16 kilo wire mila hai,mr,voice,img/lots/115433.jpg,15.6,platform_scale,burnt,apartment_drive,Mumbai,Dharavi,19.110876,72.955916,4635.23,4886.54,Cable,0.99,True,False
LOT106558,COL2139,2026-05-11T10:16,Mixed plastic,ABS casing,PLA-ABS,2,computer cabinet plastic 20 kilo,mr,voice,img/lots/106558.jpg,20.5,platform_scale,partially_dismantled,household_pickup,Mumbai,Bhandup,19.060214,72.9147,711.14,795.81,Motor & magnet-bearing,0.455,True,True
LOT118549,COL2350,2026-05-11T10:18,Battery,Li-ion laptop / phone pack,BAT-LI,6,laptop battery 20 kilo,mr,voice,img/lots/118549.jpg,20.4,spring_balance,intact,small_shop,Aurangabad,Shendra,19.884549,75.307723,1748.69,2257.46,Battery,0.808,True,False
LOT102553,COL2139,2026-05-11T10:22,Cable,Mixed insulated,CBL-MIX,2,14 kilo wire mila hai,mr,icon_keypad,img/lots/102553.jpg,13.9,platform_scale,partially_dismantled,household_pickup,Mumbai,Govandi,19.106033,72.876142,1172.33,1286.72,Cable,0.883,True,True
LOT114957,COL2191,2026-05-11T10:24,Mixed plastic,ABS casing,PLA-ABS,2,computer cabinet plastic 16 kilo,mr,voice,img/lots/114957.jpg,15.9,spring_balance,intact,apartment_drive,Pimpri-Chinchwad,Pimpri,18.622714,73.798966,545.69,610.56,Motor & magnet-bearing,0.586,False,False
LOT116793,COL2267,2026-05-11T10:26,PCB,TV / appliance board (low grade),PCB-LOW,7,43 kilo circuit board,mr,voice,img/lots/116793.jpg,43.0,estimated,partially_dismantled,household_pickup,Nashik,Satpur,20.059071,73.853445,6132.66,8004.88,PCB,0.85,True,True
