material,category,item_type,locality,unit,quantity,quality,days_index,date,base_reference_price,price,city,synthetic
Monitor (CRT),E-waste,display,Hasanpura,piece,10.0,dirty,3,2026-03-08,100.0,91.45,Jaipur,true
Monitor (CRT),E-waste,display,C-Scheme,piece,11.0,damaged,139,2026-07-22,100.0,71.58,Jaipur,true
Monitor (CRT),E-waste,display,Raja Park,piece,6.0,dirty,21,2026-03-26,100.0,80.5,Jaipur,true
Monitor (CRT),E-waste,display,Tonk Road,piece,1.0,dirty,36,2026-04-10,100.0,73.2,Jaipur,true
Monitor (CRT),E-waste,display,Tonk Road,piece,9.0,clean,107,2026-06-20,100.0,89.82,Jaipur,true
Monitor (CRT),E-waste,display,C-Scheme,piece,2.0,damaged,114,2026-06-27,100.0,68.19,Jaipur,true
Monitor (CRT),E-waste,display,Hasanpura,piece,5.0,dirty,147,2026-07-30,100.0,86.19,Jaipur,true
Monitor (CRT),E-waste,display,Airport Area,piece,2.0,clean,159,2026-08-11,100.0,109.48,Jaipur,true
Monitor (CRT),E-waste,display,Nirman Nagar,piece,11.0,mixed,57,2026-05-01,100.0,90.86,Jaipur,true
Monitor (CRT),E-waste,display,Civil Lines,piece,4.0,clean,153,2026-08-05,100.0,107.36,Jaipur,true
Monitor (CRT),E-waste,display,Durgapura,piece,5.0,dirty,106,2026-06-19,100.0,76.46,Jaipur,true
Monitor (CRT),E-waste,display,Airport Area,piece,1.0,mixed,166,2026-08-18,100.0,103.64,Jaipur,true
Monitor (CRT),E-waste,display,Mahesh Nagar,piece,9.0,dirty,125,2026-07-08,100.0,82.64,Jaipur,true
Monitor (CRT),E-waste,display,Mahesh Nagar,piece,11.0,clean,95,2026-06-08,100.0,94.7,Jaipur,true
Monitor (CRT),E-waste,display,Nirman Nagar,piece,3.0,mixed,55,2026-04-29,100.0,90.74,Jaipur,true
Monitor (CRT),E-waste,display,Adarsh Nagar,piece,6.0,clean,71,2026-05-15,100.0,82.25,Jaipur,true
Monitor (CRT),E-waste,display,C-Scheme,piece,4.0,dirty,93,2026-06-06,100.0,68.92,Jaipur,true
Monitor (CRT),E-waste,display,Patrakar Colony,piece,2.0,clean,114,2026-06-27,100.0,89.7,Jaipur,true
Monitor (CRT),E-waste,display,Malviya Nagar,piece,5.0,mixed,52,2026-04-26,100.0,81.49,Jaipur,true
Monitor (CRT),E-waste,display,Barkat Nagar,piece,9.0,mixed,12,2026-03-17,100.0,100.27,Jaipur,true
Monitor (CRT),E-waste,display,Vaishali Nagar,piece,1.0,mixed,99,2026-06-12,100.0,90.99,Jaipur,true
Monitor (CRT),E-waste,display,Civil Lines,piece,5.0,clean,132,2026-07-15,100.0,99.5,Jaipur,true
Monitor (CRT),E-waste,display,Vaishali Nagar,piece,8.0,clean,91,2026-06-04,100.0,93.48,Jaipur,true
Monitor (CRT),E-waste,display,Mansarovar,piece,7.0,damaged,168,2026-08-20,100.0,84.0,Jaipur,true
Monitor (CRT),E-waste,display,Durgapura,piece,11.0,mixed,70,2026-05-14,100.0,85.63,Jaipur,true
Monitor (CRT),E-waste,display,Raja Park,piece,6.0,mixed,21,2026-03-26,100.0,94.71,Jaipur,true
Monitor (CRT),E-waste,display,Model Town,piece,3.0,mixed,9,2026-03-14,100.0,94.31,Jaipur,true
Monitor (CRT),E-waste,display,Mahesh Nagar,piece,4.0,mixed,4,2026-03-09,100.0,104.99,Jaipur,true
Monitor (CRT),E-waste,display,MI Road,piece,6.0,mixed,86,2026-05-30,100.0,79.46,Jaipur,true
Monitor (CRT),E-waste,display,Model Town,piece,8.0,damaged,2,2026-03-07,100.0,77.22,Jaipur,true
Monitor (CRT),E-waste,display,Malviya Nagar,piece,6.0,clean,83,2026-05-27,100.0,84.5,Jaipur,true
Monitor (CRT),E-waste,display,Hasanpura,piece,10.0,mixed,93,2026-06-06,100.0,88.91,Jaipur,true
Monitor (CRT),E-waste,display,Adarsh Nagar,piece,2.0,clean,96,2026-06-09,100.0,82.8,Jaipur,true
Monitor (CRT),E-waste,display,Sodala,piece,11.0,mixed,75,2026-05-19,100.0,82.28,Jaipur,true
Monitor (CRT),E-waste,display,Ramnagariya,piece,1.0,mixed,170,2026-08-22,100.0,96.66,Jaipur,true
Monitor (CRT),E-waste,display,Malviya Nagar,piece,6.0,mixed,7,2026-03-12,100.0,93.05,Jaipur,true
Monitor (CRT),E-waste,display,Raja Park,piece,4.0,clean,136,2026-07-19,100.0,94.63,Jaipur,true
Monitor (CRT),E-waste,display,Model Town,piece,2.0,damaged,174,2026-08-26,100.0,76.56,Jaipur,true
Monitor (CRT),E-waste,display,Hasanpura,piece,3.0,mixed,12,2026-03-17,100.0,97.93,Jaipur,true
Monitor (CRT),E-waste,display,Raja Park,piece,9.0,damaged,130,2026-07-13,100.0,69.93,Jaipur,true
Monitor (CRT),E-waste,display,Model Town,piece,2.0,mixed,73,2026-05-17,100.0,83.57,Jaipur,true
Monitor (CRT),E-waste,display,Chandpole,piece,1.0,clean,39,2026-04-13,100.0,104.41,Jaipur,true
Monitor (CRT),E-waste,display,Chandpole,piece,3.0,clean,1,2026-03-06,100.0,106.3,Jaipur,true
Monitor (CRT),E-waste,display,Adarsh Nagar,piece,5.0,mixed,125,2026-07-08,100.0,82.61,Jaipur,true
Monitor (CRT),E-waste,display,Patrakar Colony,piece,10.0,mixed,81,2026-05-25,100.0,81.05,Jaipur,true
Monitor (CRT),E-waste,display,Civil Lines,piece,3.0,mixed,71,2026-05-15,100.0,83.6,Jaipur,true
Monitor (CRT),E-waste,display,MI Road,piece,3.0,damaged,144,2026-07-27,100.0,65.82,Jaipur,true
Monitor (CRT),E-waste,display,Shyam Nagar,piece,4.0,damaged,88,2026-06-01,100.0,58.88,Jaipur,true
Monitor (CRT),E-waste,display,Nirman Nagar,piece,4.0,mixed,135,2026-07-18,100.0,90.78,Jaipur,true
Monitor (CRT),E-waste,display,C-Scheme,piece,8.0,mixed,156,2026-08-08,100.0,106.44,Jaipur,true
Monitor (CRT),E-waste,display,Model Town,piece,8.0,clean,23,2026-03-28,100.0,101.11,Jaipur,true
Monitor (CRT),E-waste,display,C-Scheme,piece,10.0,mixed,60,2026-05-04,100.0,87.93,Jaipur,true
Monitor (CRT),E-waste,display,Vaishali Nagar,piece,9.0,damaged,127,2026-07-10,100.0,72.8,Jaipur,true
Monitor (CRT),E-waste,display,Shyam Nagar,piece,6.0,dirty,106,2026-06-19,100.0,75.88,Jaipur,true
Monitor (CRT),E-waste,display,Sodala,piece,10.0,mixed,177,2026-08-29,100.0,104.15,Jaipur,true
Monitor (CRT),E-waste,display,Mansarovar,piece,7.0,mixed,170,2026-08-22,100.0,114.67,Jaipur,true
Monitor (CRT),E-waste,display,Model Town,piece,2.0,dirty,153,2026-08-05,100.0,85.67,Jaipur,true
Monitor (CRT),E-waste,display,Chandpole,piece,10.0,damaged,38,2026-04-12,100.0,75.21,Jaipur,true
Monitor (CRT),E-waste,display,Shyam Nagar,piece,8.0,clean,158,2026-08-10,100.0,106.52,Jaipur,true
Monitor (CRT),E-waste,display,Chandpole,piece,1.0,dirty,138,2026-07-21,100.0,81.84,Jaipur,true
Monitor (CRT),E-waste,display,Ramnagariya,piece,11.0,clean,15,2026-03-20,100.0,94.84,Jaipur,true
Monitor (CRT),E-waste,display,Ramnagariya,piece,10.0,mixed,81,2026-05-25,100.0,80.6,Jaipur,true
Monitor (CRT),E-waste,display,Patrakar Colony,piece,4.0,dirty,144,2026-07-27,100.0,73.68,Jaipur,true
Monitor (CRT),E-waste,display,Ramnagariya,piece,3.0,mixed,121,2026-07-04,100.0,83.94,Jaipur,true
Monitor (CRT),E-waste,display,MI Road,piece,10.0,clean,65,2026-05-09,100.0,87.55,Jaipur,true
Monitor (CRT),E-waste,display,Nirman Nagar,piece,3.0,damaged,173,2026-08-25,100.0,77.45,Jaipur,true
Monitor (CRT),E-waste,display,Vaishali Nagar,piece,7.0,mixed,115,2026-06-28,100.0,100.85,Jaipur,true
Monitor (CRT),E-waste,display,Hasanpura,piece,7.0,dirty,90,2026-06-03,100.0,76.06,Jaipur,true
Monitor (CRT),E-waste,display,Hasanpura,piece,7.0,mixed,8,2026-03-13,100.0,103.69,Jaipur,true
Monitor (CRT),E-waste,display,Model Town,piece,5.0,dirty,26,2026-03-31,100.0,79.12,Jaipur,true
Monitor (CRT),E-waste,display,Durgapura,piece,5.0,mixed,5,2026-03-10,100.0,99.11,Jaipur,true
Monitor (CRT),E-waste,display,Model Town,piece,6.0,clean,103,2026-06-16,100.0,97.24,Jaipur,true
Monitor (CRT),E-waste,display,Durgapura,piece,3.0,dirty,141,2026-07-24,100.0,79.86,Jaipur,true
Monitor (CRT),E-waste,display,Chandpole,piece,11.0,mixed,73,2026-05-17,100.0,87.79,Jaipur,true
Monitor (CRT),E-waste,display,C-Scheme,piece,4.0,clean,78,2026-05-22,100.0,85.13,Jaipur,true
Monitor (CRT),E-waste,display,Shyam Nagar,piece,8.0,dirty,43,2026-04-17,100.0,76.46,Jaipur,true
Monitor (CRT),E-waste,display,Malviya Nagar,piece,8.0,dirty,114,2026-06-27,100.0,74.71,Jaipur,true
Monitor (CRT),E-waste,display,Model Town,piece,8.0,mixed,91,2026-06-04,100.0,84.56,Jaipur,true
Monitor (CRT),E-waste,display,Vaishali Nagar,piece,2.0,mixed,106,2026-06-19,100.0,95.42,Jaipur,true
Monitor (CRT),E-waste,display,Mahesh Nagar,piece,3.0,mixed,6,2026-03-11,100.0,104.34,Jaipur,true
Monitor (CRT),E-waste,display,Shyam Nagar,piece,9.0,dirty,21,2026-03-26,100.0,77.54,Jaipur,true
Monitor (CRT),E-waste,display,Chandpole,piece,6.0,mixed,46,2026-04-20,100.0,93.57,Jaipur,true
Monitor (CRT),E-waste,display,Airport Area,piece,6.0,mixed,111,2026-06-24,100.0,91.9,Jaipur,true
Monitor (CRT),E-waste,display,Hasanpura,piece,5.0,clean,173,2026-08-25,100.0,113.16,Jaipur,true
Monitor (CRT),E-waste,display,Barkat Nagar,piece,4.0,mixed,163,2026-08-15,100.0,108.75,Jaipur,true
UPS (with battery),E-waste,power,Vaishali Nagar,piece,4.0,mixed,98,2026-06-11,300.0,274.8,Jaipur,true
UPS (with battery),E-waste,power,Vaishali Nagar,piece,8.0,mixed,164,2026-08-16,300.0,341.39,Jaipur,true
UPS (with battery),E-waste,power,Vaishali Nagar,piece,5.0,dirty,94,2026-06-07,300.0,220.4,Jaipur,true
UPS (with battery),E-waste,power,Patrakar Colony,piece,11.0,mixed,88,2026-06-01,300.0,235.43,Jaipur,true
UPS (with battery),E-waste,power,Shyam Nagar,piece,3.0,mixed,147,2026-07-30,300.0,276.66,Jaipur,true
UPS (with battery),E-waste,power,Durgapura,piece,1.0,mixed,116,2026-06-29,300.0,278.31,Jaipur,true
UPS (with battery),E-waste,power,Gopalpura,piece,8.0,mixed,157,2026-08-09,300.0,299.98,Jaipur,true
UPS (with battery),E-waste,power,Civil Lines,piece,4.0,damaged,168,2026-08-20,300.0,233.49,Jaipur,true
UPS (with battery),E-waste,power,Mahesh Nagar,piece,7.0,mixed,32,2026-04-06,300.0,299.69,Jaipur,true
UPS (with battery),E-waste,power,Sodala,piece,3.0,dirty,90,2026-06-03,300.0,205.03,Jaipur,true
UPS (with battery),E-waste,power,Barkat Nagar,piece,11.0,clean,75,2026-05-19,300.0,278.39,Jaipur,true
UPS (with battery),E-waste,power,Sodala,piece,1.0,damaged,18,2026-03-23,300.0,207.37,Jaipur,true
UPS (with battery),E-waste,power,Mahesh Nagar,piece,4.0,dirty,52,2026-04-26,300.0,236.37,Jaipur,true
UPS (with battery),E-waste,power,Mahesh Nagar,piece,5.0,dirty,13,2026-03-18,300.0,251.56,Jaipur,true
UPS (with battery),E-waste,power,Vaishali Nagar,piece,6.0,dirty,58,2026-05-02,300.0,241.0,Jaipur,true
UPS (with battery),E-waste,power,Gopalpura,piece,6.0,damaged,132,2026-07-15,300.0,205.64,Jaipur,true
UPS (with battery),E-waste,power,Vaishali Nagar,piece,6.0,mixed,150,2026-08-02,300.0,311.15,Jaipur,true
UPS (with battery),E-waste,power,Mansarovar,piece,10.0,dirty,165,2026-08-17,300.0,289.79,Jaipur,true
UPS (with battery),E-waste,power,Chandpole,piece,3.0,dirty,94,2026-06-07,300.0,213.51,Jaipur,true
UPS (with battery),E-waste,power,Malviya Nagar,piece,5.0,damaged,19,2026-03-24,300.0,195.87,Jaipur,true
UPS (with battery),E-waste,power,MI Road,piece,8.0,mixed,110,2026-06-23,300.0,257.22,Jaipur,true
UPS (with battery),E-waste,power,Patrakar Colony,piece,3.0,mixed,111,2026-06-24,300.0,247.07,Jaipur,true
UPS (with battery),E-waste,power,MI Road,piece,4.0,dirty,113,2026-06-26,300.0,220.05,Jaipur,true
UPS (with battery),E-waste,power,Tonk Road,piece,9.0,dirty,111,2026-06-24,300.0,218.78,Jaipur,true
UPS (with battery),E-waste,power,Shyam Nagar,piece,10.0,clean,23,2026-03-28,300.0,290.05,Jaipur,true
UPS (with battery),E-waste,power,Patrakar Colony,piece,5.0,mixed,158,2026-08-10,300.0,286.76,Jaipur,true
UPS (with battery),E-waste,power,Patrakar Colony,piece,9.0,clean,93,2026-06-06,300.0,247.2,Jaipur,true
UPS (with battery),E-waste,power,Nirman Nagar,piece,8.0,clean,46,2026-04-20,300.0,291.14,Jaipur,true
UPS (with battery),E-waste,power,Ramnagariya,piece,2.0,mixed,32,2026-04-06,300.0,254.63,Jaipur,true
UPS (with battery),E-waste,power,Ramnagariya,piece,5.0,mixed,54,2026-04-28,300.0,249.79,Jaipur,true
UPS (with battery),E-waste,power,Model Town,piece,1.0,damaged,7,2026-03-12,300.0,219.25,Jaipur,true
UPS (with battery),E-waste,power,Gopalpura,piece,5.0,mixed,51,2026-04-25,300.0,252.4,Jaipur,true
UPS (with battery),E-waste,power,Sodala,piece,8.0,clean,112,2026-06-25,300.0,284.73,Jaipur,true
UPS (with battery),E-waste,power,Nirman Nagar,piece,9.0,dirty,105,2026-06-18,300.0,236.88,Jaipur,true
UPS (with battery),E-waste,power,Model Town,piece,7.0,damaged,70,2026-05-14,300.0,194.14,Jaipur,true
UPS (with battery),E-waste,power,Chandpole,piece,1.0,dirty,57,2026-05-01,300.0,227.74,Jaipur,true
UPS (with battery),E-waste,power,Vaishali Nagar,piece,9.0,clean,109,2026-06-22,300.0,305.07,Jaipur,true
UPS (with battery),E-waste,power,Model Town,piece,10.0,mixed,27,2026-04-01,300.0,290.13,Jaipur,true
UPS (with battery),E-waste,power,Mansarovar,piece,1.0,clean,80,2026-05-24,300.0,281.48,Jaipur,true
UPS (with battery),E-waste,power,Nirman Nagar,piece,9.0,mixed,89,2026-06-02,300.0,255.57,Jaipur,true
UPS (with battery),E-waste,power,Raja Park,piece,11.0,dirty,8,2026-03-13,300.0,249.65,Jaipur,true
UPS (with battery),E-waste,power,Ramnagariya,piece,3.0,mixed,52,2026-04-26,300.0,243.36,Jaipur,true
UPS (with battery),E-waste,power,Patrakar Colony,piece,1.0,dirty,43,2026-04-17,300.0,216.15,Jaipur,true
UPS (with battery),E-waste,power,Nirman Nagar,piece,7.0,mixed,92,2026-06-05,300.0,255.57,Jaipur,true
UPS (with battery),E-waste,power,Barkat Nagar,piece,11.0,clean,70,2026-05-14,300.0,284.08,Jaipur,true
UPS (with battery),E-waste,power,Mahesh Nagar,piece,1.0,dirty,63,2026-05-07,300.0,232.85,Jaipur,true
UPS (with battery),E-waste,power,Shyam Nagar,piece,4.0,clean,159,2026-08-11,300.0,312.35,Jaipur,true
UPS (with battery),E-waste,power,Patrakar Colony,piece,8.0,mixed,14,2026-03-19,300.0,271.66,Jaipur,true
UPS (with battery),E-waste,power,Civil Lines,piece,1.0,dirty,162,2026-08-14,300.0,270.36,Jaipur,true
UPS (with battery),E-waste,power,Gopalpura,piece,6.0,mixed,16,2026-03-21,300.0,273.72,Jaipur,true
UPS (with battery),E-waste,power,Model Town,piece,7.0,clean,172,2026-08-24,300.0,332.9,Jaipur,true
UPS (with battery),E-waste,power,Malviya Nagar,piece,2.0,mixed,77,2026-05-21,300.0,228.31,Jaipur,true
UPS (with battery),E-waste,power,Mahesh Nagar,piece,2.0,clean,71,2026-05-15,300.0,273.76,Jaipur,true
UPS (with battery),E-waste,power,Malviya Nagar,piece,8.0,mixed,103,2026-06-16,300.0,257.57,Jaipur,true
UPS (with battery),E-waste,power,Shyam Nagar,piece,6.0,mixed,2,2026-03-07,300.0,295.37,Jaipur,true
UPS (with battery),E-waste,power,Shyam Nagar,piece,1.0,mixed,44,2026-04-18,300.0,253.82,Jaipur,true
UPS (with battery),E-waste,power,C-Scheme,piece,1.0,clean,28,2026-04-02,300.0,287.77,Jaipur,true
UPS (with battery),E-waste,power,Hasanpura,piece,9.0,clean,135,2026-07-18,300.0,307.37,Jaipur,true
UPS (with battery),E-waste,power,Raja Park,piece,11.0,mixed,176,2026-08-28,300.0,317.77,Jaipur,true
UPS (with battery),E-waste,power,Ramnagariya,piece,11.0,mixed,107,2026-06-20,300.0,252.31,Jaipur,true
UPS (with battery),E-waste,power,Adarsh Nagar,piece,9.0,clean,109,2026-06-22,300.0,267.4,Jaipur,true
UPS (with battery),E-waste,power,Adarsh Nagar,piece,7.0,clean,163,2026-08-15,300.0,311.53,Jaipur,true
UPS (with battery),E-waste,power,Barkat Nagar,piece,2.0,damaged,39,2026-04-13,300.0,229.28,Jaipur,true
UPS (with battery),E-waste,power,Civil Lines,piece,11.0,damaged,156,2026-08-08,300.0,245.97,Jaipur,true
UPS (with battery),E-waste,power,Durgapura,piece,9.0,mixed,176,2026-08-28,300.0,317.66,Jaipur,true
UPS (with battery),E-waste,power,C-Scheme,piece,2.0,dirty,17,2026-03-22,300.0,242.69,Jaipur,true
UPS (with battery),E-waste,power,MI Road,piece,2.0,mixed,11,2026-03-16,300.0,262.74,Jaipur,true
UPS (with battery),E-waste,power,Vaishali Nagar,piece,8.0,mixed,60,2026-05-04,300.0,281.21,Jaipur,true
UPS (with battery),E-waste,power,Tonk Road,piece,2.0,dirty,174,2026-08-26,300.0,244.35,Jaipur,true
UPS (with battery),E-waste,power,Nirman Nagar,piece,2.0,mixed,0,2026-03-05,300.0,302.39,Jaipur,true
UPS (with battery),E-waste,power,Nirman Nagar,piece,1.0,mixed,89,2026-06-02,300.0,248.12,Jaipur,true
UPS (with battery),E-waste,power,Tonk Road,piece,5.0,damaged,93,2026-06-06,300.0,173.38,Jaipur,true
UPS (with battery),E-waste,power,Adarsh Nagar,piece,5.0,clean,32,2026-04-06,300.0,267.36,Jaipur,true
UPS (with battery),E-waste,power,Adarsh Nagar,piece,11.0,clean,31,2026-04-05,300.0,277.7,Jaipur,true
UPS (with battery),E-waste,power,Gopalpura,piece,9.0,dirty,49,2026-04-23,300.0,223.95,Jaipur,true
UPS (with battery),E-waste,power,Civil Lines,piece,5.0,damaged,55,2026-04-29,300.0,205.57,Jaipur,true
UPS (with battery),E-waste,power,Airport Area,piece,6.0,dirty,59,2026-05-03,300.0,226.96,Jaipur,true
UPS (with battery),E-waste,power,Gopalpura,piece,7.0,mixed,159,2026-08-11,300.0,304.39,Jaipur,true
UPS (with battery),E-waste,power,MI Road,piece,3.0,dirty,140,2026-07-23,300.0,226.9,Jaipur,true
UPS (with battery),E-waste,power,Model Town,piece,9.0,mixed,9,2026-03-14,300.0,291.42,Jaipur,true
UPS (with battery),E-waste,power,Vaishali Nagar,piece,2.0,mixed,120,2026-07-03,300.0,289.71,Jaipur,true
UPS (with battery),E-waste,power,Model Town,piece,9.0,clean,178,2026-08-30,300.0,330.39,Jaipur,true
UPS (with battery),E-waste,power,Malviya Nagar,piece,11.0,damaged,65,2026-05-09,300.0,185.08,Jaipur,true
UPS (with battery),E-waste,power,Hasanpura,piece,9.0,mixed,91,2026-06-04,300.0,266.72,Jaipur,true
UPS (with battery),E-waste,power,Malviya Nagar,piece,6.0,mixed,90,2026-06-03,300.0,236.7,Jaipur,true
UPS (with battery),E-waste,power,Malviya Nagar,piece,4.0,damaged,118,2026-07-01,300.0,188.38,Jaipur,true
UPS (with battery),E-waste,power,Durgapura,piece,10.0,mixed,12,2026-03-17,300.0,285.62,Jaipur,true
UPS (with battery),E-waste,power,Ramnagariya,piece,1.0,mixed,44,2026-04-18,300.0,244.95,Jaipur,true
UPS (with battery),E-waste,power,Durgapura,piece,7.0,mixed,115,2026-06-28,300.0,285.21,Jaipur,true
UPS (with battery),E-waste,power,Tonk Road,piece,3.0,mixed,122,2026-07-05,300.0,257.7,Jaipur,true
UPS (without battery),E-waste,power,Durgapura,piece,8.0,mixed,88,2026-06-01,150.0,125.88,Jaipur,true
UPS (without battery),E-waste,power,Tonk Road,piece,6.0,mixed,142,2026-07-25,150.0,137.37,Jaipur,true
UPS (without battery),E-waste,power,Gopalpura,piece,9.0,clean,3,2026-03-08,150.0,153.1,Jaipur,true
UPS (without battery),E-waste,power,Civil Lines,piece,5.0,clean,2,2026-03-07,150.0,159.72,Jaipur,true
UPS (without battery),E-waste,power,Gopalpura,piece,7.0,mixed,104,2026-06-17,150.0,131.25,Jaipur,true
UPS (without battery),E-waste,power,Civil Lines,piece,10.0,clean,24,2026-03-29,150.0,155.64,Jaipur,true
UPS (without battery),E-waste,power,Gopalpura,piece,8.0,mixed,159,2026-08-11,150.0,152.19,Jaipur,true
UPS (without battery),E-waste,power,C-Scheme,piece,4.0,mixed,61,2026-05-05,150.0,128.95,Jaipur,true
UPS (without battery),E-waste,power,Ramnagariya,piece,6.0,dirty,174,2026-08-26,150.0,123.72,Jaipur,true
UPS (without battery),E-waste,power,Durgapura,piece,2.0,clean,105,2026-06-18,150.0,139.93,Jaipur,true
UPS (without battery),E-waste,power,Airport Area,piece,4.0,damaged,2,2026-03-07,150.0,113.07,Jaipur,true
UPS (without battery),E-waste,power,Vaishali Nagar,piece,3.0,clean,120,2026-07-03,150.0,152.1,Jaipur,true
UPS (without battery),E-waste,power,Mahesh Nagar,piece,2.0,dirty,22,2026-03-27,150.0,122.56,Jaipur,true
UPS (without battery),E-waste,power,C-Scheme,piece,5.0,clean,134,2026-07-17,150.0,144.7,Jaipur,true
UPS (without battery),E-waste,power,Raja Park,piece,7.0,mixed,121,2026-07-04,150.0,139.52,Jaipur,true
UPS (without battery),E-waste,power,Vaishali Nagar,piece,4.0,clean,150,2026-08-02,150.0,158.59,Jaipur,true
UPS (without battery),E-waste,power,Vaishali Nagar,piece,4.0,mixed,167,2026-08-19,150.0,161.56,Jaipur,true
UPS (without battery),E-waste,power,Durgapura,piece,5.0,mixed,71,2026-05-15,150.0,122.69,Jaipur,true
UPS (without battery),E-waste,power,Chandpole,piece,9.0,mixed,25,2026-03-30,150.0,149.14,Jaipur,true
UPS (without battery),E-waste,power,C-Scheme,piece,10.0,mixed,137,2026-07-20,150.0,141.67,Jaipur,true
UPS (without battery),E-waste,power,Tonk Road,piece,4.0,mixed,177,2026-08-29,150.0,146.31,Jaipur,true
UPS (without battery),E-waste,power,Malviya Nagar,piece,11.0,damaged,155,2026-08-07,150.0,110.36,Jaipur,true
UPS (without battery),E-waste,power,Civil Lines,piece,9.0,mixed,7,2026-03-12,150.0,152.73,Jaipur,true
UPS (without battery),E-waste,power,Mansarovar,piece,8.0,clean,95,2026-06-08,150.0,143.18,Jaipur,true
UPS (without battery),E-waste,power,Sodala,piece,10.0,clean,179,2026-08-31,150.0,158.03,Jaipur,true
UPS (without battery),E-waste,power,C-Scheme,piece,5.0,mixed,101,2026-06-14,150.0,130.64,Jaipur,true
UPS (without battery),E-waste,power,Barkat Nagar,piece,1.0,mixed,87,2026-05-31,150.0,128.71,Jaipur,true
UPS (without battery),E-waste,power,Model Town,piece,6.0,mixed,2,2026-03-07,150.0,154.44,Jaipur,true
UPS (without battery),E-waste,power,Vaishali Nagar,piece,5.0,mixed,116,2026-06-29,150.0,147.62,Jaipur,true
UPS (without battery),E-waste,power,Airport Area,piece,6.0,clean,132,2026-07-15,150.0,152.36,Jaipur,true
UPS (without battery),E-waste,power,C-Scheme,piece,1.0,dirty,63,2026-05-07,150.0,109.04,Jaipur,true
UPS (without battery),E-waste,power,Chandpole,piece,2.0,mixed,154,2026-08-06,150.0,157.11,Jaipur,true
UPS (without battery),E-waste,power,Mahesh Nagar,piece,4.0,clean,98,2026-06-11,150.0,144.5,Jaipur,true
UPS (without battery),E-waste,power,Tonk Road,piece,10.0,damaged,151,2026-08-03,150.0,105.3,Jaipur,true
UPS (without battery),E-waste,power,C-Scheme,piece,2.0,mixed,172,2026-08-24,150.0,152.01,Jaipur,true
UPS (without battery),E-waste,power,Vaishali Nagar,piece,9.0,dirty,8,2026-03-13,150.0,132.38,Jaipur,true
UPS (without battery),E-waste,power,C-Scheme,piece,10.0,clean,130,2026-07-13,150.0,146.09,Jaipur,true
UPS (without battery),E-waste,power,Raja Park,piece,10.0,dirty,11,2026-03-16,150.0,121.51,Jaipur,true
UPS (without battery),E-waste,power,Gopalpura,piece,4.0,dirty,119,2026-07-02,150.0,111.03,Jaipur,true
UPS (without battery),E-waste,power,Raja Park,piece,10.0,mixed,4,2026-03-09,150.0,152.72,Jaipur,true
UPS (without battery),E-waste,power,Adarsh Nagar,piece,4.0,mixed,135,2026-07-18,150.0,124.72,Jaipur,true
UPS (without battery),E-waste,power,Barkat Nagar,piece,10.0,dirty,30,2026-04-04,150.0,126.21,Jaipur,true
UPS (without battery),E-waste,power,Adarsh Nagar,piece,3.0,damaged,87,2026-05-31,150.0,85.23,Jaipur,true
UPS (without battery),E-waste,power,Barkat Nagar,piece,11.0,mixed,117,2026-06-30,150.0,150.03,Jaipur,true
UPS (without battery),E-waste,power,Mahesh Nagar,piece,5.0,mixed,170,2026-08-22,150.0,165.68,Jaipur,true
UPS (without battery),E-waste,power,Adarsh Nagar,piece,3.0,clean,98,2026-06-11,150.0,126.46,Jaipur,true
UPS (without battery),E-waste,power,Ramnagariya,piece,9.0,mixed,166,2026-08-18,150.0,146.96,Jaipur,true
UPS (without battery),E-waste,power,Adarsh Nagar,piece,4.0,dirty,122,2026-07-05,150.0,107.68,Jaipur,true
UPS (without battery),E-waste,power,Mansarovar,piece,4.0,mixed,147,2026-07-30,150.0,153.76,Jaipur,true
UPS (without battery),E-waste,power,Chandpole,piece,5.0,dirty,66,2026-05-10,150.0,110.03,Jaipur,true
UPS (without battery),E-waste,power,MI Road,piece,11.0,clean,124,2026-07-07,150.0,136.88,Jaipur,true
UPS (without battery),E-waste,power,Mahesh Nagar,piece,7.0,clean,97,2026-06-10,150.0,144.17,Jaipur,true
UPS (without battery),E-waste,power,Malviya Nagar,piece,4.0,mixed,169,2026-08-21,150.0,147.01,Jaipur,true
UPS (without battery),E-waste,power,Sodala,piece,5.0,mixed,42,2026-04-16,150.0,136.11,Jaipur,true
UPS (without battery),E-waste,power,Shyam Nagar,piece,10.0,clean,39,2026-04-13,150.0,151.25,Jaipur,true
UPS (without battery),E-waste,power,Model Town,piece,5.0,clean,149,2026-08-01,150.0,149.99,Jaipur,true
UPS (without battery),E-waste,power,Sodala,piece,6.0,mixed,69,2026-05-13,150.0,125.76,Jaipur,true
UPS (without battery),E-waste,power,Durgapura,piece,8.0,clean,17,2026-03-22,150.0,155.15,Jaipur,true
UPS (without battery),E-waste,power,Chandpole,piece,4.0,mixed,105,2026-06-18,150.0,136.96,Jaipur,true
UPS (without battery),E-waste,power,Gopalpura,piece,1.0,dirty,142,2026-07-25,150.0,114.73,Jaipur,true
UPS (without battery),E-waste,power,Patrakar Colony,piece,9.0,mixed,176,2026-08-28,150.0,148.53,Jaipur,true
UPS (without battery),E-waste,power,Hasanpura,piece,11.0,mixed,80,2026-05-24,150.0,136.57,Jaipur,true
